channel_name,video_title,video_url,publish_date,video_length,views,likes,comments,transcript_filename,"Tier (1, 2, or 3)"
Khan Academy Computing,Adding an event listener (Video Version),https://www.youtube.com/watch?v=JYDZBM8EbLM,2/23/15,5:57,5829,22,1,addinganeventlistenervideoversion.txt,1
Khan Academy Computing,Changing attributes | HTML/JS: Making webpages interactive | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=Kn291FDMjV4,2/23/15,5:31,7453,31,2,changingattributeshtmljsmakingwebpagesinteractivecomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,The window object (Video Version),https://www.youtube.com/watch?v=PoYhqcWdZi8,2/23/15,3:52,3371,18,0,thewindowobjectvideoversion.txt,1
Khan Academy Computing,Animating styles with RAF (Video Version),https://www.youtube.com/watch?v=c29YitIGXgk,2/23/15,7:48,3156,13,0,animatingstyleswithrafvideoversion.txt,1
Khan Academy Computing,Changing CSS classes | HTML/JS: Making webpages interactive | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=dkKRu_vkK7Y,2/23/15,4:00,5364,26,1,changingcssclasseshtmljsmakingwebpagesinteractivecomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Animating styles with CSS animations (Video Version),https://www.youtube.com/watch?v=f2lAXpsHLdQ,2/23/15,4:47,2675,19,0,animatingstyleswithcssanimationsvideoversion.txt,1
Khan Academy Computing,Finding elements by CSS selector | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=AohQwxx-ZFo,2/23/15,3:32,7686,20,1,findingelementsbycssselectorcomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Setting innerHTML and textContent | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=BvMNwOsoO88,2/23/15,1:57,5046,19,2,settinginnerhtmlandtextcontentcomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Welcome to making webpages interactive | Computer programming | Khan Academy,https://www.youtube.com/watch?v=c-szOdzJiWM,2/23/15,1:51,121230,113,3,welcometomakingwebpagesinteractivecomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,The DOM (Document Object Model) | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=iR01DKCgaH8,2/23/15,3:26,10350,60,1,thedomdocumentobjectmodelcomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Putting JS in a webpage | HTML/JS: Making webpages interactive | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=oaj-uD-bGIY,2/23/15,4:26,15392,69,4,puttingjsinawebpagehtmljsmakingwebpagesinteractivecomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Flight Of The Fireworks,https://www.youtube.com/watch?v=_Zgs2OKPwiE,1/4/15,4:18,3940,51,13,flightofthefireworks.txt,1
Khan Academy Computing,Carol of the lit up houses,https://www.youtube.com/watch?v=yeBSmyxdwX4,12/16/14,1:41,3496,38,4,carolofthelituphouses.txt,1
Khan Academy Computing,HTML validation | Computer programming | Khan Academy,https://www.youtube.com/watch?v=qrU3ghYJjEw,12/10/14,2:20,104337,81,4,htmlvalidationcomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,CSS Zen Garden | Intro to HTML/CSS: Making webpages | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=yTOS61GFq0g,12/10/14,1:31,258856,103,4,csszengardenintrotohtmlcssmakingwebpagescomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Drawing triangles with blocks,https://www.youtube.com/watch?v=0HScNiJWPKY,12/9/14,2:57,46097,10,3,drawingtriangleswithblocks.txt,1
Khan Academy Computing,CSS specificity | Intro to HTML/CSS: Making webpages | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=LwX_v2jGmYU,11/25/14,4:33,14570,60,2,cssspecificityintrotohtmlcssmakingwebpagescomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,CSS descendant selectors | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=a8DWcZyPYN4,11/25/14,4:58,18644,73,8,cssdescendantselectorscomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,CSS dynamic pseudo-classes | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=6UYA4zow-Ps,11/25/14,3:49,14832,56,6,cssdynamicpseudoclassescomputerprogrammingkhanacademy.txt,1
